kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_depth,koi_duration,koi_time0bk,koi_impact,koi_model_snr,koi_prad,ra,dec,koi_kepmag,kic9,fits_stem,lc_llc_glob,lc_slc_glob
3101923,K03483.01,,CANDIDATE,82.331756,283.2,8.664,133.0814,0.027,11.9,2.08,287.32269,38.279709,14.872,003101923,kplr003101923,kplr003101923-*_llc.fits,kplr003101923-*_slc.fits
10881457,K03484.01,Kepler-1510 b,CONFIRMED,84.704139,655.7,10.393,152.1832,0.01,17.0,4.17,298.95914,48.25782,15.169,010881457,kplr010881457,kplr010881457-*_llc.fits,kplr010881457-*_slc.fits
5513861,K07731.01,,FALSE POSITIVE,0.755105584,250030.0,5.02374,131.8133513,0.732,2158.5,76.26,284.35217,40.71471,11.638,005513861,kplr005513861,kplr005513861-*_llc.fits,kplr005513861-*_slc.fits
9948002,K03562.01,,FALSE POSITIVE,101.26336282,72792.0,17.8951,214.125128,0.944,3573.1,44.0,290.42529,46.889938,14.319,009948002,kplr009948002,kplr009948002-*_llc.fits,kplr009948002-*_slc.fits
5264304,K03563.01,,FALSE POSITIVE,120.58167178,192900.0,8.2904,248.238772,0.845,1184.8,41.71,288.45081,40.432449,15.777,005264304,kplr005264304,kplr005264304-*_llc.fits,kplr005264304-*_slc.fits
10960995,K03564.01,,FALSE POSITIVE,1.558544209,225590.0,3.3727,131.567665,0.507,421.6,35.12,283.31787,48.404598,14.498,010960995,kplr010960995,kplr010960995-*_llc.fits,kplr010960995-*_slc.fits
9592575,K03565.01,,FALSE POSITIVE,2.63757408,169660.0,5.9626,131.575561,1.107,1471.6,76.02,293.66934,46.297459,15.902,009592575,kplr009592575,kplr009592575-*_llc.fits,kplr009592575-*_slc.fits
7898576,K03566.01,,FALSE POSITIVE,8.64636188,218070.0,8.73607,135.46223,0.294,2441.7,54.24,294.38858,43.69054,14.097,007898576,kplr007898576,kplr007898576-*_llc.fits,kplr007898576-*_slc.fits
5806800,K07741.01,,FALSE POSITIVE,125.288206,241.6,3.695,252.0979,0.066,9.4,1.5,296.17761,41.014118,14.179,005806800,kplr005806800,kplr005806800-*_llc.fits,kplr005806800-*_slc.fits
11671429,K03567.01,,FALSE POSITIVE,112.46358893,242410.0,31.8273,197.557702,0.523,1374.0,129.04,296.45337,49.786549,10.967,011671429,kplr011671429,kplr011671429-*_llc.fits,kplr011671429-*_slc.fits
5621333,K03341.02,,CANDIDATE,11.5474983,115.5,6.684,139.9777,0.495,12.3,1.48,292.22977,40.808949,14.886,005621333,kplr005621333,kplr005621333-*_llc.fits,kplr005621333-*_slc.fits
5392897,K03342.01,,FALSE POSITIVE,42.39930429,205990.0,18.3609,354.461453,0.336,2261.9,44.7,299.06943,40.515659,15.747,005392897,kplr005392897,kplr005392897-*_llc.fits,kplr005392897-*_slc.fits
3236705,K03343.01,,CANDIDATE,83.2664103,620.0,2.813,194.23925,0.029,10.9,2.89,291.85522,38.393131,14.97,003236705,kplr003236705,kplr003236705-*_llc.fits,kplr003236705-*_slc.fits
5282049,K01545.02,,FALSE POSITIVE,5.91039905,,3.85,132.7277844,,,,293.83688,40.41045,15.169,005282049,kplr005282049,kplr005282049-*_llc.fits,kplr005282049-*_slc.fits
6023859,K03414.01,,FALSE POSITIVE,27.009807384,67898.0,1.96698,141.2897316,0.949,541.3,22.32,284.49628,41.32589,15.483,006023859,kplr006023859,kplr006023859-*_llc.fits,kplr006023859-*_slc.fits
3433668,K03415.01,Kepler-1493 b,CONFIRMED,15.0219784,96.9,5.068,143.6989,0.96,7.4,1.77,288.54913,38.565231,13.109,003433668,kplr003433668,kplr003433668-*_llc.fits,kplr003433668-*_slc.fits
2849140,K03416.01,,CANDIDATE,11.8237228,212.7,8.518,139.4199,0.698,14.2,1.25,290.73328,38.00721,15.353,002849140,kplr002849140,kplr002849140-*_llc.fits,kplr002849140-*_slc.fits
7503885,K03417.01,Kepler-1494 b,CONFIRMED,91.078624,738.6,10.304,213.7723,0.901,20.8,3.26,282.65741,43.162521,15.214,007503885,kplr007503885,kplr007503885-*_llc.fits,kplr007503885-*_slc.fits
3629330,K03418.01,Kepler-1495 b,CONFIRMED,85.272459,767.8,13.31,182.3725,0.965,18.9,3.85,286.13077,38.779629,15.417,003629330,kplr003629330,kplr003629330-*_llc.fits,kplr003629330-*_slc.fits
5471289,K03485.01,,FALSE POSITIVE,12.42592675,410.3,29.1701,141.5292956,0.973,63.7,2.66,297.61118,40.650799,14.936,005471289,kplr005471289,kplr005471289-*_llc.fits,kplr005471289-*_slc.fits
8121328,K03486.01,,CANDIDATE,19.0689513,169.3,12.462,145.7515,0.98,19.1,1.63,298.82062,43.909859,14.371,008121328,kplr008121328,kplr008121328-*_llc.fits,kplr008121328-*_slc.fits
9783760,K03487.01,,FALSE POSITIVE,89.7398137,81096.0,3.26371,205.26465,1.026,296.0,38.01,296.86246,46.54549,14.294,009783760,kplr009783760,kplr009783760-*_llc.fits,kplr009783760-*_slc.fits
9528430,K03489.01,,FALSE POSITIVE,90.08255562,43252.0,19.7301,173.987561,0.099,3571.6,49.2,292.66357,46.114941,12.963,009528430,kplr009528430,kplr009528430-*_llc.fits,kplr009528430-*_slc.fits
5529552,K07732.01,,FALSE POSITIVE,0.759768478,57.4,2.824,131.78573,0.583,12.9,0.64,290.48871,40.725182,15.318,005529552,kplr005529552,kplr005529552-*_llc.fits,kplr005529552-*_slc.fits
8882847,K03490.01,,FALSE POSITIVE,42.2011587,178.1,8.479,172.4344,1.225,15.9,37.39,290.80344,45.169785,13.294,008882847,kplr008882847,kplr008882847-*_llc.fits,kplr008882847-*_slc.fits
9773869,K03568.01,,FALSE POSITIVE,15.65129028,398640.0,6.7631,132.81543,0.507,359.7,78.3,293.23383,46.598251,16.666,009773869,kplr009773869,kplr009773869-*_llc.fits,kplr009773869-*_slc.fits
6707942,K03569.01,,FALSE POSITIVE,9.014220178,34086.0,2.76441,131.549902,0.802,1109.2,15.49,296.05759,42.110931,13.57,006707942,kplr006707942,kplr006707942-*_llc.fits,kplr006707942-*_slc.fits
5023948,K03570.01,,FALSE POSITIVE,1.824653341,176740.0,4.25512,132.883177,0.845,1833.7,55.44,295.24097,40.1576,15.048,005023948,kplr005023948,kplr005023948-*_llc.fits,kplr005023948-*_slc.fits
5113053,K03571.01,,FALSE POSITIVE,3.185090259,423280.0,4.80188,133.294014,0.465,1909.2,92.5,295.39136,40.21677,15.519,005113053,kplr005113053,kplr005113053-*_llc.fits,kplr005113053-*_slc.fits
5817957,K07742.01,,FALSE POSITIVE,372.76888,1157.2,23.27,377.6144,0.909,22.8,3.66,298.55057,41.040771,15.422,005817957,kplr005817957,kplr005817957-*_llc.fits,kplr005817957-*_slc.fits
11853878,K01833.03,Kepler-968 c,CONFIRMED,5.70940795,586.7,1.622,137.12208,0.751,20.2,1.51,285.60254,50.112041,14.265,011853878,kplr011853878,kplr011853878-*_llc.fits,kplr011853878-*_slc.fits
4743508,K03572.01,,FALSE POSITIVE,2.086076372,58858.0,2.4032,133.416141,13.376,159.3,1543.74,290.81393,39.819061,14.554,004743508,kplr004743508,kplr004743508-*_llc.fits,kplr004743508-*_slc.fits
11303322,K03345.01,Kepler-1472 b,CONFIRMED,38.1303324,180.4,6.53,159.3878,0.562,11.6,1.54,294.85263,49.057468,14.633,011303322,kplr011303322,kplr011303322-*_llc.fits,kplr011303322-*_slc.fits
11241912,K03346.01,Kepler-1473 b,CONFIRMED,14.42735088,117.0,4.857,138.84024,0.977,21.5,1.53,290.63657,48.996078,13.359,011241912,kplr011241912,kplr011241912-*_llc.fits,kplr011241912-*_slc.fits
6043538,K07759.01,,CANDIDATE,6.2253374,108.6,4.388,133.0882,0.692,11.8,1.92,292.18057,41.31554,14.918,006043538,kplr006043538,kplr006043538-*_llc.fits,kplr006043538-*_slc.fits
8824737,K03347.01,Kepler-1917 b,CONFIRMED,12.90235874,354.4,2.446,139.15105,0.382,15.7,1.49,294.10391,45.001419,15.487,008824737,kplr008824737,kplr008824737-*_llc.fits,kplr008824737-*_slc.fits
11519134,K03419.01,,FALSE POSITIVE,58.5850357,75468.0,3.5939,140.799676,1.309,656.5,149.98,297.03964,49.469139,13.061,011519134,kplr011519134,kplr011519134-*_llc.fits,kplr011519134-*_slc.fits
5004909,K03421.01,,CANDIDATE,40.6511021,136.4,11.282,164.5528,0.682,17.3,1.7,289.91971,40.16853,13.935,005004909,kplr005004909,kplr005004909-*_llc.fits,kplr005004909-*_slc.fits
6278670,K07775.01,,CANDIDATE,89.945828,335.6,2.286,133.5634,0.171,6.6,3.46,289.72791,41.612289,13.64,006278670,kplr006278670,kplr006278670-*_llc.fits,kplr006278670-*_slc.fits
5898983,K03422.01,,CANDIDATE,40.1454757,310.8,5.2,133.7186,0.491,5.2,13.01,297.71487,41.104279,13.201,005898983,kplr005898983,kplr005898983-*_llc.fits,kplr005898983-*_slc.fits
7703955,K01707.02,Kepler-315 c,CONFIRMED,265.47847,1040.7,10.28,151.0673,0.956,18.1,4.2,298.0231,43.363522,15.321,007703955,kplr007703955,kplr007703955-*_llc.fits,kplr007703955-*_slc.fits
12164634,K03491.01,,FALSE POSITIVE,89.3313828,2177.6,11.919,204.18503,0.899,169.5,8.02,294.32257,50.741692,13.68,012164634,kplr012164634,kplr012164634-*_llc.fits,kplr012164634-*_slc.fits
5193077,K03492.01,,FALSE POSITIVE,22.2941485,100.9,3.188,146.4526,0.709,13.6,1.5,293.57211,40.3578,13.03,005193077,kplr005193077,kplr005193077-*_llc.fits,kplr005193077-*_slc.fits
5617259,K07733.01,,CANDIDATE,1.048130894,191.8,5.6707,132.3528023,0.216,5.2,4.52,290.96094,40.896198,11.86,005617259,kplr005617259,kplr005617259-*_llc.fits,kplr005617259-*_slc.fits
8880123,K03493.01,Kepler-1925 b,CONFIRMED,46.7162336,345.5,7.259,145.5064,0.266,15.4,2.03,289.8288,45.10276,15.223,008880123,kplr008880123,kplr008880123-*_llc.fits,kplr008880123-*_slc.fits
10068919,K03573.01,,FALSE POSITIVE,43.56225858,51325.0,3.6873,153.270753,1.295,163.6,80.02,289.26416,47.005989,13.676,010068919,kplr010068919,kplr010068919-*_llc.fits,kplr010068919-*_slc.fits
7353970,K03574.01,,FALSE POSITIVE,198.443477,39943.0,9.9776,155.615557,1.149,464.2,41.72,289.02493,42.935928,13.76,007353970,kplr007353970,kplr007353970-*_llc.fits,kplr007353970-*_slc.fits
12316447,K03575.01,,FALSE POSITIVE,17.907664726,265410.0,5.58652,139.743761,2.79,1731.4,282.86,296.11542,51.007111,16.107,012316447,kplr012316447,kplr012316447-*_llc.fits,kplr012316447-*_slc.fits
5823557,K07743.01,,FALSE POSITIVE,2.4044122,42.7,4.575,133.2244,0.559,10.8,0.85,299.63028,41.03569,13.894,005823557,kplr005823557,kplr005823557-*_llc.fits,kplr005823557-*_slc.fits
10491554,K03576.01,,FALSE POSITIVE,22.77196484,325450.0,8.3476,140.4865,0.603,305.2,104.17,298.91333,47.657871,15.018,010491554,kplr010491554,kplr010491554-*_llc.fits,kplr010491554-*_slc.fits
9785454,K03577.01,,FALSE POSITIVE,184.52015392,49269.0,15.3564,237.698721,0.886,1759.1,23.38,297.34164,46.543362,14.07,009785454,kplr009785454,kplr009785454-*_llc.fits,kplr009785454-*_slc.fits
8636333,K03349.01,Kepler-1475 b,CONFIRMED,82.175197,546.4,8.664,197.20187,0.015,20.8,2.24,295.94827,44.75312,15.292,008636333,kplr008636333,kplr008636333-*_llc.fits,kplr008636333-*_slc.fits
7136958,K03350.01,,FALSE POSITIVE,29.015852933,71432.0,7.19844,138.402477,12.223,1268.8,1183.06,296.93976,42.691921,15.546,007136958,kplr007136958,kplr007136958-*_llc.fits,kplr007136958-*_slc.fits
1995732,K03351.01,,FALSE POSITIVE,77.36241476,96586.0,12.1317,139.095626,0.995,1246.3,41.66,286.216,37.42524,15.673,001995732,kplr001995732,kplr001995732-*_llc.fits,kplr001995732-*_slc.fits
6069674,K07761.01,,FALSE POSITIVE,495.71095,443.1,4.514,450.0348,0.718,8.5,4.41,298.88452,41.300442,13.867,006069674,kplr006069674,kplr006069674-*_llc.fits,kplr006069674-*_slc.fits
8081239,K03352.01,Kepler-1476 b,CONFIRMED,10.35857039,273.7,2.577,138.30794,0.074,15.1,1.68,284.5321,43.98996,15.408,008081239,kplr008081239,kplr008081239-*_llc.fits,kplr008081239-*_slc.fits
5308663,K01562.02,,CANDIDATE,20.0679247,482.2,5.236,150.7703,0.849,13.8,2.25,299.556,40.456551,15.59,005308663,kplr005308663,kplr005308663-*_llc.fits,kplr005308663-*_slc.fits
3745559,K03423.01,Kepler-1920 b,CONFIRMED,30.2541186,576.3,2.134,136.63873,0.122,12.3,2.8,291.06204,38.863312,14.296,003745559,kplr003745559,kplr003745559-*_llc.fits,kplr003745559-*_slc.fits
8356054,K03424.01,,FALSE POSITIVE,17.081202417,134140.0,7.20617,134.296431,0.915,1524.8,39.24,287.9726,44.333611,15.863,008356054,kplr008356054,kplr008356054-*_llc.fits,kplr008356054-*_slc.fits
6356400,K07776.01,,CANDIDATE,541.92452,1504.2,21.4,326.8745,0.95,18.1,3.15,289.28772,41.799938,15.671,006356400,kplr006356400,kplr006356400-*_llc.fits,kplr006356400-*_slc.fits
5900235,K03426.01,,CANDIDATE,58.7701045,224.4,6.995,174.775,0.551,13.2,1.57,298.00089,41.196991,14.324,005900235,kplr005900235,kplr005900235-*_llc.fits,kplr005900235-*_slc.fits
9474756,K03495.02,,CANDIDATE,6.685438,89.2,5.09,132.3184,0.853,9.7,1.25,295.55374,46.02911,15.135,009474756,kplr009474756,kplr009474756-*_llc.fits,kplr009474756-*_slc.fits
7517261,K03496.02,,CANDIDATE,8.5433774,75.1,6.149,137.9895,0.748,10.3,1.58,288.4212,43.179794,13.932,007517261,kplr007517261,kplr007517261-*_llc.fits,kplr007517261-*_slc.fits
5653795,K07734.01,,FALSE POSITIVE,118.314913,216.3,4.79,215.6117,0.522,7.0,7.23,299.8363,40.88673,13.172,005653795,kplr005653795,kplr005653795-*_llc.fits,kplr005653795-*_slc.fits
8424002,K03497.01,Kepler-1512 b,CONFIRMED,20.35971899,345.7,2.1521,134.29123,0.925,26.8,0.8,289.27451,44.470322,13.393,008424002,kplr008424002,kplr008424002-*_llc.fits,kplr008424002-*_slc.fits
8635938,K03498.01,,FALSE POSITIVE,43.798566,290.4,6.401,172.58505,1.182,26.1,48.52,295.82376,44.79591,12.963,008635938,kplr008635938,kplr008635938-*_llc.fits,kplr008635938-*_slc.fits
10464666,K03578.01,,FALSE POSITIVE,131.73630485,58381.0,5.28476,194.5833896,0.871,1241.0,54.38,289.53009,47.626221,13.395,010464666,kplr010464666,kplr010464666-*_llc.fits,kplr010464666-*_slc.fits
5024292,K03579.01,,FALSE POSITIVE,4.301031137,204150.0,5.65214,134.44907,0.79,1526.2,93.01,295.30023,40.18335,14.573,005024292,kplr005024292,kplr005024292-*_llc.fits,kplr005024292-*_slc.fits
4659255,K03580.01,,FALSE POSITIVE,198.01379181,142500.0,9.72673,234.151682,0.88,1411.3,38.49,293.04837,39.725349,15.546,004659255,kplr004659255,kplr004659255-*_llc.fits,kplr004659255-*_slc.fits
8263746,K03581.01,,FALSE POSITIVE,10.9938268,419210.0,5.0746,138.805226,0.471,469.5,52.69,300.78192,44.19405,16.751,008263746,kplr008263746,kplr008263746-*_llc.fits,kplr008263746-*_slc.fits
5877292,K07744.01,,CANDIDATE,11.7201693,154.4,2.399,136.1871,0.292,7.5,1.34,292.13049,41.165749,15.171,005877292,kplr005877292,kplr005877292-*_llc.fits,kplr005877292-*_slc.fits
10657406,K01837.02,Kepler-969 c,CONFIRMED,1.682934607,142.7,1.8846,131.96807,0.681,24.5,1.06,288.3725,47.933559,13.733,010657406,kplr010657406,kplr010657406-*_llc.fits,kplr010657406-*_slc.fits
3428468,K03582.01,,FALSE POSITIVE,114.90862419,196110.0,7.66397,199.450746,0.78,1179.7,42.78,286.72336,38.595661,15.927,003428468,kplr003428468,kplr003428468-*_llc.fits,kplr003428468-*_slc.fits
7091432,K03353.01,Kepler-1477 b,CONFIRMED,11.55532445,250.0,3.499,134.12977,0.96,16.1,1.7,281.29855,42.685749,14.598,007091432,kplr007091432,kplr007091432-*_llc.fits,kplr007091432-*_slc.fits
9845909,K03354.01,,CANDIDATE,11.5706005,211.9,3.073,136.28577,0.416,9.6,1.33,297.37747,46.661652,15.089,009845909,kplr009845909,kplr009845909-*_llc.fits,kplr009845909-*_slc.fits
9221528,K03355.01,,CANDIDATE,16.2953228,229.1,4.882,144.7982,0.587,12.9,1.6,293.13409,45.626869,15.11,009221528,kplr009221528,kplr009221528-*_llc.fits,kplr009221528-*_slc.fits
6106046,K07762.01,,CANDIDATE,8.5073512,209.5,2.266,135.8115,0.223,8.9,1.38,285.23715,41.497532,15.33,006106046,kplr006106046,kplr006106046-*_llc.fits,kplr006106046-*_slc.fits
6368230,K03356.01,Kepler-1478 b,CONFIRMED,26.0841212,259.7,6.141,149.4437,0.092,13.8,1.35,293.1651,41.746231,15.44,006368230,kplr006368230,kplr006368230-*_llc.fits,kplr006368230-*_slc.fits
7115291,K03357.01,,FALSE POSITIVE,52.802767576,52110.0,5.6184,167.270294,1.473,1238.8,75.82,291.00095,42.622231,15.193,007115291,kplr007115291,kplr007115291-*_llc.fits,kplr007115291-*_slc.fits
9907505,K03427.01,,FALSE POSITIVE,39.206808648,186980.0,6.24701,142.4611109,0.81,1274.3,50.2,297.81793,46.76421,15.545,009907505,kplr009907505,kplr009907505-*_llc.fits,kplr009907505-*_slc.fits
9027909,K03428.01,Kepler-1496 b,CONFIRMED,64.6589166,235.4,7.71,170.17972,0.083,13.9,2.12,293.97394,45.3507,14.694,009027909,kplr009027909,kplr009027909-*_llc.fits,kplr009027909-*_slc.fits
6369845,K07777.01,,FALSE POSITIVE,27.6760342,266.8,4.234,144.9833,0.071,14.4,5.15,293.64758,41.730679,13.33,006369845,kplr006369845,kplr006369845-*_llc.fits,kplr006369845-*_slc.fits
9230021,K03429.03,,FALSE POSITIVE,26.936878,246.9,4.969,157.7573,0.2807,8.8,1.57,296.19614,45.634331,15.364,009230021,kplr009230021,kplr009230021-*_llc.fits,kplr009230021-*_slc.fits
3662838,K00302.02,,FALSE POSITIVE,53.34418038,,3.62,170.0739545,,,,295.6088,38.735741,12.059,003662838,kplr003662838,kplr003662838-*_llc.fits,kplr003662838-*_slc.fits
5471688,K03499.02,,FALSE POSITIVE,0.96283264,96.3,2.947,132.20087,0.4963,16.4,0.74,297.72504,40.64431,15.056,005471688,kplr005471688,kplr005471688-*_llc.fits,kplr005471688-*_slc.fits
6058816,K03500.02,,CANDIDATE,4.7482669,35.6,4.947,135.8003,0.673,12.1,1.57,296.35461,41.33556,13.214,006058816,kplr006058816,kplr006058816-*_llc.fits,kplr006058816-*_slc.fits
5130740,K03583.01,,FALSE POSITIVE,210.30644361,46455.0,6.68665,285.127394,1.155,1081.7,101.13,299.21945,40.212311,12.504,005130740,kplr005130740,kplr005130740-*_llc.fits,kplr005130740-*_slc.fits
9892471,K03584.01,,FALSE POSITIVE,8.268081087,71479.0,3.47103,135.0563298,1.099,1320.5,50.31,292.53125,46.728699,15.768,009892471,kplr009892471,kplr009892471-*_llc.fits,kplr009892471-*_slc.fits
2019076,K03585.01,,FALSE POSITIVE,3.564614021,94342.0,3.44204,131.86235,0.989,728.8,46.0,292.46249,37.442619,15.671,002019076,kplr002019076,kplr002019076-*_llc.fits,kplr002019076-*_slc.fits
5879448,K07745.01,,FALSE POSITIVE,533.47707,210.6,23.71,245.3651,0.418,15.3,2.6,292.82809,41.139351,13.294,005879448,kplr005879448,kplr005879448-*_llc.fits,kplr005879448-*_slc.fits
7376490,K03586.01,,FALSE POSITIVE,5.877122413,15647.0,3.7369,136.420718,1.238,287.6,45.95,295.68607,42.970619,13.147,007376490,kplr007376490,kplr007376490-*_llc.fits,kplr007376490-*_slc.fits
11968513,K03587.01,,FALSE POSITIVE,1.036592635,124500.0,2.40749,132.089146,0.898,444.7,463.05,294.3616,50.30526,14.441,011968513,kplr011968513,kplr011968513-*_llc.fits,kplr011968513-*_slc.fits
4263529,K03358.01,,CANDIDATE,10.10404351,1322.4,1.0022,132.892841,0.951,39.5,4.05,291.88907,39.361771,14.031,004263529,kplr004263529,kplr004263529-*_llc.fits,kplr004263529-*_slc.fits
7866921,K03360.01,,FALSE POSITIVE,91.4999978,65496.0,19.5818,182.769045,0.736,1018.4,21.86,279.85608,43.6679,14.801,007866921,kplr007866921,kplr007866921-*_llc.fits,kplr007866921-*_slc.fits
6619815,K03361.01,Kepler-1696 b,CONFIRMED,65.9407869,580.4,7.776,231.97155,0.332,19.8,2.33,295.57608,42.023361,15.502,006619815,kplr006619815,kplr006619815-*_llc.fits,kplr006619815-*_slc.fits
6113752,K07763.01,,FALSE POSITIVE,406.45737,284.2,9.554,230.8834,0.428,12.7,1.96,288.62289,41.44548,13.079,006113752,kplr006113752,kplr006113752-*_llc.fits,kplr006113752-*_slc.fits
3098197,K03362.01,,FALSE POSITIVE,30.47639859,130570.0,17.9728,156.24007,0.92,236.2,43.01,286.00461,38.28471,14.84,003098197,kplr003098197,kplr003098197-*_llc.fits,kplr003098197-*_slc.fits
11651712,K03363.01,Kepler-1479 b,CONFIRMED,14.53260546,328.9,2.4212,140.4685,0.112,29.0,1.69,285.71191,49.706661,13.785,011651712,kplr011651712,kplr011651712-*_llc.fits,kplr011651712-*_slc.fits
9896558,K01718.02,Kepler-937 c,CONFIRMED,153.348739,388.0,12.205,190.5347,0.261,12.7,2.14,294.16882,46.714611,15.224,009896558,kplr009896558,kplr009896558-*_llc.fits,kplr009896558-*_slc.fits
7697103,K03430.01,,CANDIDATE,13.9248005,195.2,5.016,142.04732,0.021,11.2,0.9,296.38269,43.386589,15.712,007697103,kplr007697103,kplr007697103-*_llc.fits,kplr007697103-*_slc.fits
9267996,K03431.01,,CANDIDATE,19.6001405,282.0,8.613,138.5631,0.971,19.7,2.08,285.22256,45.70874,13.874,009267996,kplr009267996,kplr009267996-*_llc.fits,kplr009267996-*_slc.fits
7045605,K07808.01,,FALSE POSITIVE,361.526458,525.1,6.947,339.3304,0.971,14.0,5.7,295.23029,42.516079,13.151,007045605,kplr007045605,kplr007045605-*_llc.fits,kplr007045605-*_slc.fits
8738775,K03432.01,Kepler-1498 b,CONFIRMED,48.0506878,274.5,7.999,140.514,0.186,15.1,2.36,284.77811,44.916779,15.033,008738775,kplr008738775,kplr008738775-*_llc.fits,kplr008738775-*_slc.fits
7093401,K03433.01,,CANDIDATE,34.08429351,3746.0,1.3521,152.06766,1.28,28.7,36.05,282.34613,42.60891,15.417,007093401,kplr007093401,kplr007093401-*_llc.fits,kplr007093401-*_slc.fits
7877818,K03816.01,,FALSE POSITIVE,9.44942628,1211.9,6.3064,132.45174,1.217,81.1,75.22,286.28629,43.615978,13.819,007877818,kplr007877818,kplr007877818-*_llc.fits,kplr007877818-*_slc.fits
5636642,K03817.01,,FALSE POSITIVE,0.933489066,14259.0,1.41864,132.101834,1.243,374.5,48.01,296.33084,40.896259,16.428,005636642,kplr005636642,kplr005636642-*_llc.fits,kplr005636642-*_slc.fits
6515722,K03818.01,,FALSE POSITIVE,1.908525084,218.9,4.169,131.77571,0.015,26.9,3.74,289.73917,41.965271,11.721,006515722,kplr006515722,kplr006515722-*_llc.fits,kplr006515722-*_slc.fits
6679504,K07788.01,,FALSE POSITIVE,0.798467681,120.7,0.86,132.04627,0.331,9.4,0.82,288.00983,42.14996,15.89,006679504,kplr006679504,kplr006679504-*_llc.fits,kplr006679504-*_slc.fits
5560831,K03819.01,,FALSE POSITIVE,0.867721348,97653.0,4.8783,132.161646,0.987,587.9,67.0,298.49457,40.731586,16.09,005560831,kplr005560831,kplr005560831-*_llc.fits,kplr005560831-*_slc.fits
5305404,K03820.01,,FALSE POSITIVE,161.252567,2911.5,23.626,189.10238,0.869,94.7,5.04,298.93143,40.404911,14.72,005305404,kplr005305404,kplr005305404-*_llc.fits,kplr005305404-*_slc.fits
3728432,K03893.01,Kepler-1526 b,CONFIRMED,3.90863457,867.2,1.7704,133.92971,0.111,36.6,1.86,285.11969,38.866421,15.646,003728432,kplr003728432,kplr003728432-*_llc.fits,kplr003728432-*_slc.fits
6696580,K02092.03,Kepler-359 d,CONFIRMED,77.086191,942.8,4.77,202.7483,1.227,12.9,29.77,293.29364,42.19635,15.886,006696580,kplr006696580,kplr006696580-*_llc.fits,kplr006696580-*_slc.fits
5473535,K03894.01,,FALSE POSITIVE,1.673662758,316.4,2.3135,131.67166,1.186,33.4,23.42,298.14502,40.69809,14.576,005473535,kplr005473535,kplr005473535-*_llc.fits,kplr005473535-*_slc.fits
12106934,K03895.01,,FALSE POSITIVE,5.93717724,25450.0,5.355,135.95682,6.282,56.3,594.32,289.17267,50.630558,18.358,012106934,kplr012106934,kplr012106934-*_llc.fits,kplr012106934-*_slc.fits
6222898,K03896.01,,FALSE POSITIVE,3.89043062,195.4,6.596,132.7665,0.025,14.4,1.24,296.71689,41.504978,15.204,006222898,kplr006222898,kplr006222898-*_llc.fits,kplr006222898-*_slc.fits
3955866,K03897.01,,FALSE POSITIVE,16.8282542,655.3,39.098,296.233,0.7071,78.3,2.66,291.92963,39.067108,14.889,003955866,kplr003955866,kplr003955866-*_llc.fits,kplr003955866-*_slc.fits
11200767,K03667.01,,FALSE POSITIVE,2.489549075,2829.7,2.4345,132.045037,1.33,160.6,59.57,296.4747,48.85371,13.368,011200767,kplr011200767,kplr011200767-*_llc.fits,kplr011200767-*_slc.fits
8589731,K03668.01,,FALSE POSITIVE,4.469731089,3159.6,5.257,133.011683,1.268,286.7,84.63,300.78256,44.65501,13.246,008589731,kplr008589731,kplr008589731-*_llc.fits,kplr008589731-*_slc.fits
4356766,K03669.01,,FALSE POSITIVE,1.731803197,44612.0,5.6803,132.887574,0.63,221.1,22.87,289.25427,39.409729,15.449,004356766,kplr004356766,kplr004356766-*_llc.fits,kplr004356766-*_slc.fits
2167890,K03670.01,,FALSE POSITIVE,2.64830047,12668.0,2.6395,133.034879,0.873,79.8,126.54,293.09363,37.514511,12.858,002167890,kplr002167890,kplr002167890-*_llc.fits,kplr002167890-*_slc.fits
5384079,K02011.02,Kepler-348 c,CONFIRMED,17.2653659,67.9,5.02,135.3549,0.007,13.9,1.16,297.25504,40.54837,12.556,005384079,kplr005384079,kplr005384079-*_llc.fits,kplr005384079-*_slc.fits
4935914,K03743.01,,FALSE POSITIVE,3.486318703,60135.0,2.7904,134.87329,1.138,190.7,54.53,295.05191,40.012619,17.914,004935914,kplr004935914,kplr004935914-*_llc.fits,kplr004935914-*_slc.fits
11303811,K03744.01,,FALSE POSITIVE,1.705780649,15498.0,1.6271,133.15662,1.231,31.8,25.95,295.06152,49.046558,15.77,011303811,kplr011303811,kplr011303811-*_llc.fits,kplr011303811-*_slc.fits
2437783,K03745.01,,FALSE POSITIVE,7.45306683,46552.0,4.7617,131.76434,10.337,84.3,1044.28,290.25198,37.763203,17.3,002437783,kplr002437783,kplr002437783-*_llc.fits,kplr002437783-*_slc.fits
12062660,K03746.01,,FALSE POSITIVE,2.929299629,83918.0,7.102,133.71721,1.025,374.6,51.67,292.07089,50.546799,17.382,012062660,kplr012062660,kplr012062660-*_llc.fits,kplr012062660-*_slc.fits
5956776,K03821.01,,FALSE POSITIVE,0.569115097,585600.0,3.5028,132.020841,0.444,229.6,156.15,290.64828,41.23407,16.747,005956776,kplr005956776,kplr005956776-*_llc.fits,kplr005956776-*_slc.fits
